Unnamed: 0,track_id,artists,album_name,track_name,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_min
8775,0OBwxFLu6Yj61s2OagYbgY,ZZ Top,Eliminator,Gimme All Your Lovin',71,False,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,4,blues,4.018
8776,5qyq1H5OPMlfuvZQ1wQNo7,Jackie Wilson,Higher And Higher,(Your Love Keeps Lifting Me) Higher & Higher,72,False,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,4,blues,2.985333333333333
8783,1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,Freeze Frame,Centerfold,74,False,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,4,blues,3.6088833333333334
8870,0HOrDVS349XFcpCYsO2hAP,Bachman-Turner Overdrive,Not Fragile,You Ain't Seen Nothing Yet,72,False,0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,4,blues,3.914433333333333
8939,0P7DoyGrr4Wp9w5TotEtUC,The Band,Music From Big Pink (Remastered),The Weight - Remastered 2000,72,False,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,4,blues,4.574883333333333
9000,6GomT970rCOkKAyyrwJeZi,Öwnboss;Sevek,Move Your Body,Move Your Body,82,False,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,4,brazil,2.6240666666666668
11000,0DuWDLjriRPjDRoPgaCslY,Adele,25,Love In The Dark,78,False,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,4,british,4.765583333333334
11001,3di5hcvxxciiqwMH1jarhY,Adele,21,Set Fire to the Rain,80,False,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,british,4.04955
11002,6DEMMeWXfmFAXgDUMMzeg6,Adele,25,All I Ask,74,False,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,4,british,4.53
11003,0gplL1WMoJ6iYaPgMCL0gX,Adele,Easy On Me,Easy On Me,85,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british,3.7449
11004,3bNv3VuUOKgrf5hu3YcuRo,Adele,21,Someone Like You,81,False,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,british,4.754
11005,6VObnIkLVruX4UVyxWhlqm,Adele,Skyfall,Skyfall,78,False,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,4,british,4.774666666666667
11006,6O5TrlFWTYvznd9fMC0VvU,Adele,25,When We Were Young,79,False,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,4,british,4.848333333333334
11007,3Kkjo3cT83cw09VJyrLNwX,Adele,30,Oh My God,82,False,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4,british,3.752466666666667
11008,4OSBTYWVwsQhGLF9NHvIbR,Adele,21,Rolling in the Deep,81,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,british,3.80155
11009,563SfWAHJs4FBZMkRN0IFN,Adele,25,Send My Love (To Your New Lover),72,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,british,3.717966666666667
11010,46IZ0fSY2mpAiktS3KOqds,Adele,30,Easy On Me,82,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british,3.7449
11011,1Yk0cQdMLx5RzzFTYwmuld,Adele,25,Hello,74,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,british,4.925033333333333
11012,48CKzGWOC65n8a8kdANJV8,Paloma Faith,Only Love Can Hurt Like This (Slowed Down Version),Only Love Can Hurt Like This - Slowed Down Version,77,False,0.554,0.854,6,-6.263,0,0.0567,0.102,9.26e-05,0.554,0.387,82.012,4,british,4.295716666666666
11013,4IhTXiZLKATmwhMZIb1GQN,Tom Rosenthal,Z-Sides,Lights Are On,81,False,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4,british,3.22915
11014,62ke5zFUJN6RvtXZgVH0F8,Paloma Faith,A Perfect Contradiction (Outsiders' Expanded Edition),Only Love Can Hurt Like This,87,False,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,4,british,3.88155
11015,3FAclTFfvUuQYnEsptbK8w,Amy Winehouse,Back To Black (Deluxe Edition),Back To Black,81,True,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,4,british,4.02155
11016,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,82,False,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,british,3.09555
11017,3BQHpFgAp4l80e1XslIjNI,The Beatles,Help! (Remastered),Yesterday - Remastered 2009,76,False,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,4,british,2.0944333333333334
11018,7iN1s7xHE4ifF5povM6A48,The Beatles,Let It Be (Remastered),Let It Be - Remastered 2009,77,False,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,4,british,4.050433333333333
11050,0Z5ok0QLLttAKsujOZYOXf,Adele,19,Chasing Pavements,74,False,0.616,0.47,5,-6.092,0,0.0253,0.291,0.0,0.111,0.325,80.03,4,british,3.5084333333333335
11053,3YKptz29AsOlm7WAVnztBh,Seal,Seal,Kiss from a Rose,74,False,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,3,british,4.8071
11054,6v0UJD4a2FtleHeSYVX02A,Adele,30,I Drink Wine,75,False,0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389,4,british,6.2694833333333335
11055,2EqlS6tkEnglzr7tkKAAYD,The Beatles,Abbey Road (Remastered),Come Together - Remastered 2009,77,False,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4,british,4.332433333333333
11056,6w8ZPYdnGajyfPddTWdthN,Adele,30,Can I Get It,74,False,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,4,british,3.5064
11057,3KfbEIOC7YIv90FIfNSZpo,The Beatles,Rubber Soul (Remastered),In My Life - Remastered 2009,74,False,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,4,british,2.4388833333333335
11059,5jgFfDIR6FR0gvlA56Nakr,The Beatles,The Beatles (Remastered),Blackbird - Remastered 2009,74,False,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,4,british,2.306433333333333
11061,7wZUrN8oemZfsEd1CGkbXE,Leona Lewis,Spirit,Bleeding Love,75,False,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,4,british,4.374433333333333
11062,4pbG9SUmWIvsROVLF0zF9s,The Beatles,1 (Remastered),I Want To Hold Your Hand - Remastered 2015,72,False,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,4,british,2.4291
11063,0aym2LBJBk9DAYuHHutrIl,The Beatles,1 (Remastered),Hey Jude - Remastered 2015,74,False,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,4,british,7.094216666666667
11064,63T7DJ1AFDD6Bn8VzG6JE8,The Rolling Stones,Aftermath,"Paint It, Black",80,False,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,4,british,3.3711
11065,1gFNm7cXfG1vSMcxPpSxec,The Beatles,The Beatles (Remastered),"Ob-La-Di, Ob-La-Da - Remastered 2009",71,False,0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059,4,british,3.1493333333333333
11067,4mn2kNTqiGLwaUR8JdhJ1l,The Animals,The Singles Plus,House of the Rising Sun,75,False,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3,british,4.498433333333334
11069,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,Out Of Our Heads,(I Can't Get No) Satisfaction - Mono Version,77,False,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,british,3.71355
11070,6H3kDe7CGoWYBabAeVWGiD,The Rolling Stones,Let It Bleed,Gimme Shelter,77,False,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,4,british,4.512883333333333
11071,7mjSHL2Eb0kAwiKbvNNyD9,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),Wild World,77,False,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,4,british,3.3426666666666667
11072,5ZBeML7Lf3FMEVviTyvi8l,The Beatles,Please Please Me (Remastered),Twist And Shout - Remastered 2009,75,False,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,4,british,2.5871
11078,3qiyyUfYe7CRYLucrPmulD,The Who,Who's Next (Deluxe Edition),Baba O'Riley,76,False,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4,british,5.006666666666667
11100,3jDdpx9PMlfMBS5tOBHFm9,Mark Morrison,Return of the Mack,Return of the Mack,75,False,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,4,british,3.55155
11103,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,77,False,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,4,british,3.5893333333333333
11106,3Fzlg5r1IjhLk2qRw667od,Toploader,Onka's Big Moka,Dancing in the Moonlight,77,False,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4,british,3.878216666666667
11114,0pNeVovbiZHkulpGeOx1Gj,The Beatles,Abbey Road (Remastered),Something - Remastered 2009,72,False,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,4,british,3.0382166666666666
11119,476V2d6iA2tWXgQboKmTtA,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),Father And Son,74,False,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,4,british,3.6853333333333333
11123,1GcVa4jFySlun4jLSuMhiq,The Rolling Stones,Goats Head Soup (Remastered 2009),Angie,72,False,0.429,0.554,9,-6.128,0,0.0291,0.67,0.000152,0.105,0.407,136.302,4,british,4.533333333333333
11130,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,Tattoo You (2009 Re-Mastered),Start Me Up - Remastered 2009,77,False,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,4,british,3.5511
11131,0cKk8BKEi7zXbdrYdyqBP5,The Who,Who's Next (Deluxe Edition),Behind Blue Eyes,71,False,0.394,0.622,4,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,4,british,3.6904333333333335
11153,0gPQTLaqHDgdupKEok7J2x,Craig David,Born to Do It,7 Days,71,False,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014,4,british,3.9188833333333335
11170,2kkvB3RNRzwjFdGhaUA0tz,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),Layla,74,False,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,4,british,7.064
11173,77oU2rjC5XbjQfNe3bD6so,The Rolling Stones,Some Girls,Beast Of Burden - Remastered 1994,73,False,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,4,british,4.41955
11175,2uhEKg8kIzpdvz4gyy6x8W,Ben Howard,Every Kingdom,Only Love,71,False,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,4,british,4.1528833333333335
11176,3TlIt0ReIxPsVZcOEivT5U,Tom Jones,Along Came Jones,It's Not Unusual,71,False,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966,4,british,1.9966666666666666
11178,6nLvaCZFR1wEzW3sIKpsnr,Amy Winehouse,Back To Black (Deluxe Edition),"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",75,False,0.772,0.371,5,-5.743,0,0.0348,0.744,0.0,0.167,0.684,96.574,4,british,3.89555
11181,0DMRKqrpd0QO4RWiEdMib0,Amy Winehouse,Back To Black (Deluxe Edition),You Know I'm No Good,73,False,0.694,0.496,9,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372,4,british,4.286433333333333
11190,1Ud6moTC0KyXMq1Oxfien0,The Rolling Stones,Beggars Banquet (50th Anniversary Edition),Sympathy For The Devil - 50th Anniversary Edition,74,False,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,4,british,6.302433333333333
11200,30FURVTCpbKyykjSEQzGkH,Amy Winehouse,Back To Black,Back To Black,73,True,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28,4,british,4.007333333333333
11237,3N4DI1vuTSX1tz7fa2NQZw,Amy Winehouse,Back To Black (Deluxe Edition),Rehab,73,False,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,4,british,3.5824333333333334
11289,6ek9SiEj5a65WIs2EV7qiM,Dusty Springfield,Dusty In Memphis,Son Of A Preacher Man,73,False,0.404,0.43,4,-12.327,1,0.224,0.538,0.0,0.0802,0.641,180.061,4,british,2.46755
11348,1gcESexgftSuLuML57Y69q,Free,Fire And Water,All Right Now,73,False,0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,4,british,5.510716666666666
11388,7DFawVSjI88xR9mjnWwURg,Simply Red,A New Flame (Expanded Version),If You Don't Know Me by Now - 2008 Remaster,71,False,0.638,0.352,10,-9.266,1,0.0268,0.492,0.0,0.105,0.204,94.173,3,british,3.4
11393,7MDfN1ldfTMtuXXdVz2Pzc,Amy Winehouse,Back To Black (Deluxe Edition),Tears Dry On Their Own,71,True,0.634,0.543,1,-13.391,0,0.181,0.525,0.0,0.232,0.467,121.557,4,british,3.1073333333333335
11437,4OTw5splgMdlYklwHMHxLK,The Hollies,Distant Light (Expanded Edition),Long Cool Woman (In a Black Dress) - 1999 Remaster,71,False,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,4,british,3.32
12648,172oAbLGpgeCsukno7oBRe,Keung To,風雨不改 (電影《阿媽有咗第二個》主題曲),風雨不改 (電影《阿媽有咗第二個》主題曲),72,False,0.319,0.198,0,-11.611,1,0.0402,0.942,8.65e-06,0.0817,0.287,62.925,4,cantopop,5.134216666666667
13000,4IlqQhaxrGPxmg35YcXXuS,Aaron Smith;Luvli;Krono,Ibiza 2019,Dancin - Krono Remix,76,False,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4,chicago-house,4.266666666666667
13001,6WkJ2OK163XXS2oARUC9JM,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,78,False,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,chicago-house,3.300883333333333
14000,5ygDXis42ncn6kYG14lEVG,Pinkfong,Pinkfong Animal Songs,Baby Shark,77,False,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,4,children,1.3487833333333332
14001,6YQ7aPJhk0MGpwoKfFAEbS,CoComelon,"CoComelon Kids Hits, Vol. 1",Wheels on the Bus,72,False,0.941,0.387,9,-11.92,1,0.0427,0.184,2.88e-05,0.157,0.965,125.021,4,children,3.4556666666666667
15000,47isJpIIO8m7BJEhiFhnaf,dhruv,double take,double take,75,False,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,4,chill,2.8623833333333333
15001,5e2l2ZAMwHmrkdM4Z6NhAR,Shiloh Dynasty;Timmies,Vivid Pictures,Again,74,False,0.603,0.204,7,-12.727,0,0.112,0.479,0.0714,0.642,0.71,74.688,5,chill,2.6200833333333335
15004,22I3h5AOENlH4CqXJsEbFR,Justine Skye;Tyga,Collide (feat. Tyga),Collide (feat. Tyga),75,True,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,4,chill,4.33615
15005,0ri0Han4IRJhzvERHOZTMr,Pink Sweat$,The Prelude,At My Worst,74,False,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,chill,2.8390666666666666
15006,3jZDWsoxRHzzp3DYV8qeXE,Teqkoi;Aiko,You Broke My Heart Again,You Broke My Heart Again,71,False,0.55,0.143,3,-15.685,1,0.241,0.956,0.0,0.195,0.224,74.918,4,chill,1.7233333333333334
15007,0QzuaeCEEOV40Pn7IvKEny,dhruv,rapunzel,double take,83,False,0.656,0.436,8,-11.141,1,0.0744,0.845,0.0,0.221,0.196,109.239,4,chill,2.8623833333333333
15010,0ytvsZOerGzUWfHXVT2Sgy,RŮDE,Eternal Youth,Eternal Youth,71,False,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,4,chill,3.4294333333333333
15011,0OrwGH9aeguhopTVubv0VZ,demxntia,goodnight,tonight,71,False,0.719,0.63,5,-7.142,1,0.0853,0.255,0.557,0.141,0.4,170.103,4,chill,1.4145833333333333
15013,3JvKfv6T31zO0ini8iNItO,Tom Odell,Long Way Down (Deluxe),Another Love,93,True,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,chill,4.072666666666667
15016,55XrFge2dEZwYzNl128DwN,itssvd;Shiloh Dynasty,Missing,Losing Interest,76,False,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4,chill,2.0091
15017,2MJz8BxxMsERULatmBikDH,Pink Sweat$,PINK PLANET,At My Worst,76,False,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,chill,2.8390666666666666
15029,1xIqDFx3KdByBnKMlTECcM,SwitchOTR;A1 x J1,Coming for You (feat. A1 x J1),Coming for You (feat. A1 x J1),74,True,0.813,0.481,1,-6.71,1,0.231,0.217,0.0,0.0931,0.842,140.122,4,chill,2.971416666666667
15050,7es56D0QedGMsK39wl2yFX,ASTN,Happier Than Ever,Happier Than Ever,76,True,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,4,chill,1.8220833333333333
15054,7ArVzlFsFsQXNseVXmdOyk,Denise Julia,NVMD,NVMD,79,True,0.758,0.674,6,-4.533,1,0.108,0.0903,0.0,0.0902,0.424,97.977,4,chill,3.0204
15057,7ivYWXqrPLs66YwakDuSim,keshi,THE REAPER,like i need u,73,True,0.748,0.465,5,-8.163,1,0.0869,0.399,0.0,0.294,0.412,119.872,4,chill,3.0446333333333335
15058,7D7e6hm2LiNd6nLuJF6K9Q,80purppp,Hex,Hex,79,False,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,4,chill,2.0370166666666667
15059,01Rc6yXYtujAnMaR1NME11,sagun;Shiloh Dynasty,I'll Keep You Safe,I'll Keep You Safe,71,False,0.752,0.0625,7,-24.694,1,0.0557,0.945,0.819,0.178,0.462,114.982,4,chill,3.097916666666667
15060,1Fhb9iJPufNMZSwupsXiRe,keshi,beside you,beside you,75,False,0.711,0.747,0,-6.335,1,0.0523,0.459,0.0,0.0957,0.852,136.0,4,chill,2.76705
15061,2xhGZ3WzOa3tir28y7Cb88,Peachy!;mxmtoon,Falling for U,Falling for U,74,False,0.719,0.36,6,-12.034,1,0.398,0.748,2.18e-06,0.0812,0.409,80.184,4,chill,2.066666666666667
15063,3iqlzKw1tLt6tXZyKWV0fZ,keshi,GABRIEL,SOMEBODY,71,True,0.649,0.461,8,-8.401,1,0.0449,0.442,0.0,0.108,0.487,141.088,4,chill,2.7443666666666666
15065,5SlU0Yhi51jobhEiGE4xDv,keshi,2 soon,2 soon,72,True,0.517,0.663,6,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,4,chill,3.44185
15101,0yTGQpPOgcsS8Xqp5bQO58,Verzache,The Loser,The Loser,72,False,0.748,0.297,1,-10.613,1,0.132,0.485,0.27,0.138,0.114,123.983,4,chill,2.1931
15103,4XeIiGpUBshIfs9yrBDVZC,ODESZA;Bettye LaVette,The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette),72,False,0.667,0.92,9,-2.71,1,0.0773,0.00752,0.00232,0.126,0.146,114.977,4,chill,5.98305
15109,6D6HVKe7Qu3imn4zzJD0W9,keshi,always,drunk,71,False,0.691,0.389,4,-8.247,1,0.0367,0.765,0.0,0.0941,0.306,104.952,4,chill,3.78385
15118,4W8sUeokQKfHt1uTXp0Jq0,Lund,Broken,Broken,72,True,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,4,chill,3.344533333333333
15121,5wwPdWKbDEiybmWkZqsGGn,JBee;Mixtape Madness,Next Up - S4-E2,"Next Up - S4-E2, Pt. 1",77,True,0.54,0.585,8,-7.563,0,0.309,0.198,0.0,0.147,0.516,100.289,3,chill,2.0139833333333335
15125,4Et6tUEO7biKxZEfJXpNj1,Tom Odell;Tiësto,Another Love (Tiësto Remix),Another Love - Tiësto Remix,75,False,0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046,4,chill,3.0894166666666667
15130,3jTWd38NseaNnSuIK2Ybsp,JBee,4am,4am,75,True,0.863,0.482,1,-9.132,1,0.439,0.621,0.0,0.148,0.618,140.021,4,chill,3.2285666666666666
15138,7z5G2LOdV8okZn4yWg3q5g,A1 x J1;Tion Wayne,Night Away (Dance) (feat. Tion Wayne),Night Away (Dance) (feat. Tion Wayne),75,True,0.706,0.552,5,-9.479,0,0.0833,0.235,0.0,0.144,0.835,142.037,4,chill,2.9295666666666667
15155,65r94rVdiMwqXyQFEr3tqT,Home,Odyssey,Resonance,71,False,0.566,0.74,8,-8.614,1,0.063,0.0352,0.849,0.221,0.419,170.098,5,chill,3.548016666666667
15156,7F6PtLP6fJPVtA1FWVkl8K,Luke Chiang,Shouldn't Be,Shouldn't Be,71,False,0.647,0.294,6,-10.344,0,0.0312,0.728,0.0,0.123,0.323,124.999,3,chill,3.508
15158,7wkgkIBYBH3xV2ob9Zmh87,Fatboibari;Shiloh,Moonlight Shawty,Moonlight Shawty,71,True,0.671,0.184,5,-15.541,1,0.123,0.835,0.0011,0.0794,0.128,106.04,4,chill,2.7999
15175,4LEt6hyaGn4scwUsimBeXt,Shady Moon,Cherry Blossoms,Cherry Blossoms,71,True,0.792,0.346,8,-11.424,1,0.25,0.74,0.000776,0.223,0.462,117.932,4,chill,2.3061166666666666
15199,4KlL5Bwlm4yHYxr0B2rHci,Tom Odell,Long Way Down (Deluxe),Heal,74,False,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,4,chill,3.218
15324,7dbyaRWWFvB9UG2vcwTd3J,Sainte,Local Mvp,Champagne Shots,71,False,0.942,0.441,11,-11.448,1,0.469,0.493,0.0,0.138,0.925,135.028,4,chill,2.4
15360,0W7brFokN6QtGRNp32RCQP,Arz,Alone With You,Alone With You,73,True,0.768,0.374,7,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,4,chill,3.2533333333333334
15374,7pnQ23WgZca9jEfMts9qsR,A1 x J1,Latest Trends,Latest Trends,71,True,0.716,0.513,5,-10.159,0,0.223,0.085,0.0,0.12,0.8,141.894,4,chill,2.635283333333333
15661,0iTpQYzJnYgh7kIxyq8A2O,Grizzly Bear,Veckatimest,Two Weeks,71,False,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,4,chill,4.052666666666667
16050,1BncfTJAWxrsxyT9culBrj,Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,In A Time Lapse,Experience,79,False,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,classical,5.2571
16102,2agBDIr9MYDUducQPC1sFU,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),River Flows In You,71,False,0.315,0.22,9,-21.343,1,0.0514,0.987,0.943,0.0802,0.116,145.195,4,classical,3.1464333333333334
16312,3weNRklVDqb4Rr5MhKBR3D,Ludovico Einaudi,Una Mattina,Nuvole Bianche,73,False,0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1,classical,5.961766666666667
17000,2vXKRlJBXyOcvZYTdNeckS,Gesaffelstein;The Weeknd,Hyperion,Lost in the Fire (feat. The Weeknd),85,True,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,4,club,3.3682166666666666
18000,2hhFpD32iXUd4GaCu6T4wn,Jon Lajoie,You Want Some of This?,Everyday Normal Guy 2,75,True,0.823,0.731,3,-4.273,1,0.307,0.42,0.0,0.306,0.876,90.302,4,comedy,3.26155
18015,1ACZpHI5vZ5Ea4xGlkdGWM,Afroman,The Good Times,Crazy Rap (Colt 45 & 2 Zig Zags),74,True,0.927,0.367,9,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,4,comedy,5.477766666666667
19000,2wrJq5XKLnmhRXHIAf9xBa,Dan + Shay;Justin Bieber,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",78,False,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,4,country,2.7948833333333334
19100,40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,84,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,country,6.5229333333333335
19200,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Pendulum (Expanded Edition),Have You Ever Seen The Rain,84,False,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,4,country,2.6688833333333335
19250,1YYhDizHx7PnDhAhko6cDS,John Denver,"Poems, Prayers and Promises","Take Me Home, Country Roads",73,False,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,4,country,3.1693333333333333
19300,1WzAeadSKJhqykZFbJNmQv,Josh Turner,Your Man,Your Man,73,False,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,4,country,3.53155
19301,7GAaTpSoTWUTbP2Yxlt4Hd,Lady A,Need You Now,Need You Now,74,False,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,4,country,3.9406666666666665
19302,1wb4P4F0sxAQ2KXrRvsx6n,Shania Twain,Come On Over,You're Still The One,78,False,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,4,country,3.5366666666666666
19303,5f1joOtoMeyppIcJGZQvqJ,Kane Brown;Swae Lee;Khalid,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,75,False,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4,country,3.1901
19305,34chhNX59Wo9HMFCsI3K8Y,Kane Brown;blackbear,Memory,Memory,72,False,0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326,5,country,2.555616666666667
